mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_mean_14,mfcc_mean_15,mfcc_mean_16,mfcc_mean_17,mfcc_mean_18,mfcc_mean_19,mfcc_mean_20,mfcc_mean_21,mfcc_mean_22,mfcc_mean_23,mfcc_mean_24,mfcc_mean_25,mfcc_mean_26,mfcc_mean_27,mfcc_mean_28,mfcc_mean_29,mfcc_mean_30,mfcc_mean_31,mfcc_mean_32,mfcc_mean_33,mfcc_mean_34,mfcc_mean_35,mfcc_mean_36,mfcc_mean_37,mfcc_mean_38,mfcc_mean_39,mfcc_mean_40,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13,mfcc_std_14,mfcc_std_15,mfcc_std_16,mfcc_std_17,mfcc_std_18,mfcc_std_19,mfcc_std_20,mfcc_std_21,mfcc_std_22,mfcc_std_23,mfcc_std_24,mfcc_std_25,mfcc_std_26,mfcc_std_27,mfcc_std_28,mfcc_std_29,mfcc_std_30,mfcc_std_31,mfcc_std_32,mfcc_std_33,mfcc_std_34,mfcc_std_35,mfcc_std_36,mfcc_std_37,mfcc_std_38,mfcc_std_39,mfcc_std_40,label,filename
-290.16098,23.670174,14.197818,9.757035,8.900686,8.337544,9.277954,10.190961,7.179301,3.1024306,1.4030479,2.0786438,2.4164796,1.9547721,1.2523636,0.5155677,-0.9800067,-2.0293849,-1.464802,0.2655518,1.0023718,0.4587138,-0.34931982,-0.09006449,0.64002055,0.9541894,0.7725272,1.4422514,1.8408568,1.1570091,0.4987498,1.160223,1.5857103,1.3506813,1.6430414,2.366799,2.1463122,1.3273339,1.0238948,1.5419661,22.1659,14.328155,8.495044,8.847751,6.585221,5.1032767,4.1293507,5.6698103,4.2919464,4.2972307,5.145921,4.2820582,3.8933313,3.9033675,4.065594,3.909474,4.2818284,4.76454,4.2974834,3.4308374,3.5530977,3.369764,3.6086686,3.3052402,3.2053235,3.0071578,2.9803936,3.1042717,3.421152,2.8992436,3.053619,3.0291271,3.0488737,3.094778,2.981759,2.9547594,2.8865135,2.8618853,3.0504622,2.8533378,rodent,333094__ulla_petersen__rat_gnawing_its_way_down_through_our_wooden_ceiling_aug_noise.wav
-448.63916,101.459114,3.233992,23.942577,-0.65013695,21.060297,-5.648494,25.43453,2.9846606,18.412647,-9.642615,10.431456,-7.4836907,9.983615,-6.204024,8.164201,-3.6454866,4.6826262,-6.9687653,-1.839871,-4.611136,3.0750158,0.6860246,-0.73843074,-0.2977308,-1.3078189,3.2529688,-1.171757,-0.34073925,-0.15569295,5.366206,-1.6119715,2.8153107,-1.195186,4.70756,-1.9581993,2.3747623,-1.2106849,5.470201,0.91521025,45.420174,15.105372,14.523214,10.925464,8.497123,6.8141136,7.3300657,6.8274255,6.7883816,4.6130333,5.750096,4.956181,5.537922,4.8224583,5.106866,4.2640114,4.069933,4.3188524,4.8912573,5.6941066,4.4433513,3.8753107,4.064666,3.9995863,3.8743403,3.906407,4.132683,3.5747674,4.351292,3.5007598,3.7200007,3.4891496,3.554113,3.4460113,3.4571147,3.4821544,3.4850664,3.3683655,3.6264343,3.146568,rodent,333094__ulla_petersen__rat_gnawing_its_way_down_through_our_wooden_ceiling_aug_pitchdown.wav
-435.45645,90.69467,9.402336,14.547131,11.379301,12.206577,12.813435,16.034588,1.704233,-0.7802659,-0.22902025,5.3173604,0.005190187,1.3666248,-3.1583426,-1.2633222,-5.293241,1.0563586,0.8602422,3.6156285,-3.9397583,0.07682147,0.7490268,4.4319177,-0.14904258,2.583653,0.5820698,4.531273,-3.4876378,4.2704573,2.0557587,3.5577426,-0.09747893,4.719036,0.41336963,2.1470644,0.08260261,5.4948206,1.1950611,3.2606907,48.18068,14.537169,16.82865,12.09336,7.3458676,6.2920804,6.5093637,7.52017,5.3392115,7.6109366,5.288749,5.2272716,5.111332,5.3453298,4.7669764,5.5275917,5.60146,4.751488,4.778506,4.393521,4.1804414,4.15165,4.2858615,3.8506434,3.73754,3.725657,4.06316,4.553559,4.746439,3.873524,4.078294,3.6711812,3.6744661,3.7211895,3.8013074,3.652461,3.4345675,4.0045004,3.5457819,3.4951832,rodent,333094__ulla_petersen__rat_gnawing_its_way_down_through_our_wooden_ceiling_aug_pitchup.wav
-438.42566,89.93123,12.2043495,13.273705,10.845971,10.294301,8.781464,17.685713,8.359252,2.7588859,-2.8976548,4.213551,0.49266037,3.8339458,-1.3670247,2.572901,-4.2909265,-1.7060004,-5.4748363,3.030681,0.76276416,1.9773147,-4.5301046,1.9961735,-0.76700497,3.8577325,-1.9049858,2.6660242,2.8393517,2.296311,-2.1145422,3.2926552,0.656121,2.5312016,-0.2504296,4.709976,1.6755376,2.4562876,-1.229496,2.8862693,47.71603,15.030655,15.263922,11.983821,7.7135053,7.040061,5.281148,7.9864135,5.4613442,5.6239285,6.1293325,5.059411,5.2437854,4.7740083,4.6971993,4.3817315,5.393257,5.151591,5.4560804,4.3246512,4.342593,3.9681318,4.498013,4.0228877,3.9864454,3.964515,3.7494826,3.7955096,4.9092917,3.861981,4.041568,3.720774,3.7525632,3.7504456,3.7139256,3.880276,3.6153169,3.633426,3.755362,3.3708582,rodent,333094__ulla_petersen__rat_gnawing_its_way_down_through_our_wooden_ceiling_aug_slow.wav
-630.8901,-41.632736,-34.243717,-21.538822,-23.847605,-1.997291,-3.924792,2.0926132,10.958975,-4.0852537,3.5622368,5.2891164,-3.3267539,6.1799145,-1.203211,-1.857799,-0.4204576,-0.13113819,-0.621515,0.8866025,-6.0538206,2.129714,1.5168139,2.2755108,-2.6832721,4.8285704,-3.4271212,0.42225707,-0.11814385,-0.55974627,-0.59843785,1.2686528,-0.455649,-1.1670457,-1.7940948,2.593846,0.7888362,1.1419443,-1.2962264,0.6024686,84.51323,65.160095,15.595587,13.982263,12.01348,12.14329,9.881696,11.123371,14.940435,14.698416,13.037044,11.586957,9.90447,6.584769,5.1577616,6.2009687,7.037308,8.584778,9.300347,11.176969,11.854209,8.516169,7.1316752,4.9966717,6.8747783,6.549489,5.9489527,5.577768,6.256163,7.071595,6.469653,6.265937,5.4999185,4.351413,4.0110903,4.0632405,4.2289658,3.9920108,4.8319087,5.1412644,rodent,463789__shyguy014__mouse-squeaks.wav
-660.68585,-50.102776,-31.725885,-18.790258,-23.309948,0.26343668,-3.349704,2.3954558,13.932094,-4.3732934,5.6889386,7.705795,-2.699898,8.623155,0.76806355,-0.34179404,2.3491592,1.1371082,1.3129706,2.779072,-5.5470386,4.608744,3.3937707,3.9683018,-1.9201901,7.148915,-2.0321877,2.1062648,1.8602793,0.4105165,0.7314239,2.9677966,1.8389319,0.42334747,-0.50036085,3.717683,2.2467945,2.6270866,0.4713892,2.6702037,89.74348,69.65185,16.581022,14.61578,12.738667,12.796738,10.687355,11.769478,16.326729,16.011154,13.785933,12.150926,10.688907,7.537789,5.5316105,6.2871165,7.409641,9.221523,9.665293,12.146134,12.882039,9.469142,7.6570816,5.488562,7.679537,6.9326806,6.3988233,5.889306,6.6851315,7.5460887,6.989478,6.7702675,6.094799,4.5942593,4.3123603,4.471358,4.77256,4.45425,5.1766267,5.6555424,rodent,463789__shyguy014__mouse-squeaks_aug_fast.wav
-310.7133,-10.73066,1.1469432,2.2572207,-2.6622188,2.374528,-1.1607721,-1.5075516,2.4267921,-2.6569533,0.887886,0.99561447,-1.7341856,1.140664,-0.42407894,-0.2814962,0.61066985,-0.2483075,0.64324486,0.21395817,-0.78912455,0.44902807,0.2611819,-0.14864694,-0.80970377,0.677994,-0.77912664,0.20235157,0.4296203,-0.1564319,0.107492484,-0.28820118,0.13988253,-0.15407039,-0.45925245,0.37505975,0.13096967,-0.08743365,0.06597012,0.0056439233,15.512865,14.817836,4.7386227,4.756144,6.115326,6.3300385,5.0675597,5.4020104,6.410735,6.5332127,5.909618,6.1236653,5.6083126,4.2972174,3.748608,4.337755,4.300117,4.8169265,5.189319,5.8094406,5.720214,4.997728,4.1419578,3.7986417,3.957455,3.8815563,3.7928193,3.7305512,4.094015,4.3232245,4.2064695,4.041411,3.3574188,3.1565223,3.154773,3.2466476,3.184627,3.3836482,3.5973217,3.6955743,rodent,463789__shyguy014__mouse-squeaks_aug_noise.wav
-656.7252,-33.050842,-38.12694,-5.6931214,-32.56697,4.059783,-9.850993,3.8960886,5.6260495,11.471346,-10.01296,18.142464,-7.8062453,8.445387,0.29372528,5.685373,-5.2903647,6.251533,-5.4362125,7.667923,-0.30644247,-1.4114479,-2.137506,3.7367582,2.989004,-1.8093262,6.2784123,0.9353362,1.6466953,1.8312213,1.7698559,-1.1683238,1.4259312,0.8535473,4.7415266,-1.4710604,1.1392802,-1.5694726,3.5792897,0.04192661,87.61134,60.54987,20.093828,20.5902,17.440273,17.664087,12.119608,11.931183,12.472751,14.058135,17.125109,18.130917,11.829178,8.557769,7.0881004,6.126915,8.091054,10.317667,13.655702,13.050485,11.054945,9.6252985,7.7723727,7.6218953,5.609162,6.9056716,6.366805,5.976023,6.6446857,7.244722,6.984285,6.510806,5.4979377,4.8591647,5.212376,4.620505,3.9924686,5.2036743,6.024178,5.3853264,rodent,463789__shyguy014__mouse-squeaks_aug_pitchdown.wav
-670.7878,-50.953518,-31.121223,-18.02353,-18.664547,6.7074513,-3.0741072,11.681253,6.3449197,-3.594727,10.581371,-0.22951677,1.7877628,5.709194,-4.7381725,3.540899,0.18604429,1.3786843,1.1367229,-1.3374383,4.5830917,5.4395666,-0.9819422,1.2039847,3.3671148,-0.466457,0.7248337,3.6458926,-2.0277972,4.5173545,-0.5163164,2.4267309,-0.28690913,5.9680896,0.80583286,1.3830974,-0.5702571,3.393738,-0.18278271,2.2124667,82.716644,67.82548,17.112322,13.761579,12.835263,12.840832,14.573637,11.251814,13.22382,14.535097,14.797873,10.284842,8.866011,8.448707,7.6752234,6.189838,6.246042,7.8501306,11.317107,12.6996565,9.969402,8.269409,7.406837,5.7144775,7.6541514,5.8368835,5.93951,5.498589,6.612645,6.8610554,6.615087,6.3585253,5.7754765,5.239015,4.8208904,4.5673146,4.9760427,4.3819027,4.6006794,4.423539,rodent,463789__shyguy014__mouse-squeaks_aug_pitchup.wav
-660.8896,-45.781555,-29.648672,-17.317661,-21.528316,0.77813447,-2.2382052,3.1182954,13.704851,-3.6444156,5.4523153,6.8531756,-3.1255484,7.585506,0.35103917,-0.69727224,1.6754798,0.82680875,1.0122273,2.653998,-4.875345,4.410726,3.335497,3.4777992,-1.7629894,6.622449,-1.9958756,1.8068705,1.4585565,0.41939124,0.7272476,2.6427038,1.5934013,0.14652093,-0.47869003,3.7661257,2.261577,2.394856,0.17789648,2.1166565,87.59645,68.32847,16.420347,14.586966,12.447339,12.495467,10.3867655,11.788424,16.096655,15.529621,13.576193,12.171174,10.735191,7.263327,5.481613,6.5838594,7.139806,9.1151085,9.520586,11.998527,12.548841,9.054514,7.5673847,5.46247,7.566476,7.1219025,6.351336,5.842698,6.6107674,7.4867816,7.0110884,6.3740664,5.961305,4.7286453,4.2647223,4.6289315,4.6238127,4.344565,5.2348294,5.4909277,rodent,463789__shyguy014__mouse-squeaks_aug_slow.wav
-409.01205,25.446058,-40.20166,38.750008,4.215225,22.32473,23.459631,8.585156,8.303364,16.46345,11.350935,5.4023323,6.9564304,17.147156,-1.2808901,13.711906,4.920292,2.7137535,4.8873816,4.304753,-0.472689,8.146244,0.31407884,2.3772595,1.197848,1.4986033,4.2196198,4.1446657,-0.13925335,3.5209556,0.87296814,2.2071612,-0.99390537,3.4695575,-1.2386632,3.2900934,-0.94685876,2.8429172,-0.6078464,0.9025994,99.26952,39.280537,28.342463,19.433676,15.278359,12.613009,11.584927,8.09503,9.515112,7.5253215,7.6235385,7.013601,8.281796,5.296488,6.9357963,6.4587216,4.9017935,5.6165385,5.2307773,5.209912,4.3405786,4.860999,5.193731,4.6201515,4.3280206,4.7595444,3.9777071,5.4451914,3.7594569,3.9346266,3.9294631,3.7120934,3.6255934,3.8292322,3.9225938,3.1262593,3.4180822,2.9798574,3.7103095,3.2641652,rodent,491729__juanlasso__pataleo-rata-inflada.wav
-419.8167,20.191721,-46.750504,36.663525,1.7434477,18.412771,25.293583,7.499401,6.30561,14.769621,11.932913,5.5285845,5.690628,18.432796,-3.4672685,13.260126,4.2021313,1.7690163,4.10552,3.117254,-1.086095,8.401886,0.043146815,1.048787,0.5645525,1.4572375,4.0458965,4.5231977,-0.5146905,2.787161,0.80189073,1.3298261,-1.8207105,2.450933,-1.9921384,2.9136655,-1.2995491,2.610336,-0.02387331,0.15160882,82.062805,36.98052,23.700214,16.131393,13.349721,11.582689,12.682776,7.742022,9.331157,6.94223,7.2772985,7.7108445,8.0382805,5.471123,5.553604,7.325295,4.5952916,5.4071717,5.134672,5.392715,4.2470703,4.2480125,5.2344537,4.785435,5.1431055,4.477458,4.2426543,4.831493,3.88057,4.132679,4.598155,4.068485,4.220032,4.549932,3.6551714,2.9138312,4.017524,3.8552923,4.161371,3.86347,rodent,491729__juanlasso__pataleo-rata-inflada_aug_fast.wav
-287.27115,-1.6658218,-9.74165,12.872347,4.147309,6.2230906,13.007127,3.0978944,3.237074,8.769329,6.802706,2.6786127,5.684983,7.6481028,2.3209593,6.2101674,5.003761,2.354238,5.303594,3.6709678,3.005735,5.5301304,2.0532568,2.001497,2.3125567,1.804878,2.7660315,2.9336653,1.3649116,1.9679499,2.1611302,1.6598321,0.6474188,0.6516131,0.86216986,0.66045684,1.0630518,1.0909833,1.2505908,1.2731328,29.182182,10.18322,16.30906,13.259019,7.412577,6.7068987,7.992296,4.4996266,5.3044186,4.1435385,5.0491047,4.029898,3.9483767,4.308854,4.147867,3.5105839,3.0992749,3.9953883,2.5475621,3.197402,3.0016022,3.7066445,3.2404425,3.9060435,3.9660885,3.4353604,3.0012236,3.8488564,2.9246209,2.8615596,3.0090542,3.145224,2.940421,2.8103235,2.6032898,2.96761,3.112356,2.5436814,3.0343795,2.5755925,rodent,491729__juanlasso__pataleo-rata-inflada_aug_noise.wav
-435.19498,46.097446,-68.42833,46.59718,-10.9345255,25.337019,10.14809,27.786503,-10.476119,24.827156,-0.50794536,24.18457,-13.433725,25.074062,-1.3343102,10.52379,4.902277,10.600853,-3.194204,10.767046,-1.7884485,2.5409162,3.513752,4.8016315,1.4379516,2.7716205,-0.870794,0.51198304,4.2037406,0.25042912,3.7799213,-0.8825053,5.4710135,-3.4996386,5.3027043,-3.390029,4.445314,-2.5577254,2.4829817,0.2005195,83.281685,33.206505,28.15197,18.394285,17.151705,9.843266,7.7468395,12.346692,9.181524,12.977227,9.241698,8.397218,10.255995,8.214378,7.0418606,7.2130995,6.875234,5.547631,6.4678755,4.246479,5.216362,4.90347,5.1839633,4.6049314,3.872029,5.2026286,5.254959,4.842186,3.598794,4.047447,3.7355323,3.372832,3.751861,4.360884,4.0281253,3.2546585,4.1662564,4.234025,3.9479778,3.5314808,rodent,491729__juanlasso__pataleo-rata-inflada_aug_pitchdown.wav
-423.5684,11.113173,-38.80953,41.7872,2.2146068,28.620361,19.045618,5.733999,12.408105,16.896492,8.076083,5.2490163,16.106796,5.842547,2.3177083,13.230877,-3.7826116,9.062644,0.87351704,3.0428095,3.7019358,1.7255479,-2.3399909,7.4730096,0.3445435,7.442817,-2.9398158,1.9446946,0.18887351,2.2872326,-1.4245186,3.6026223,-0.35456175,1.6467842,0.49765667,2.1177077,0.95432943,2.0487962,1.0533551,1.6406304,82.002174,40.18675,23.665462,18.105093,13.058151,11.190945,12.4444685,8.528078,9.570415,7.573867,7.5466805,8.823691,5.34517,5.9600644,7.438686,5.705056,6.7279634,6.494248,5.301631,4.4691257,4.457376,5.4306097,5.207207,4.4227324,4.7381067,4.502698,4.883591,6.249451,3.5455446,4.8803797,4.4910007,3.6125236,3.6963615,3.492481,4.104801,3.7041805,4.725022,3.3310778,4.1463885,3.4418833,rodent,491729__juanlasso__pataleo-rata-inflada_aug_pitchup.wav
-424.2399,20.234266,-46.44489,36.640553,2.5370193,20.394659,25.466322,8.088692,6.9309697,15.934754,11.707254,5.0270324,6.131865,18.768919,-2.015323,14.158429,5.2644095,3.4362285,5.7114964,4.51646,-0.13425806,9.398875,0.73245776,2.047025,1.6587644,1.7758387,4.8511667,4.5959597,0.37132487,3.6906989,0.8464076,2.4162173,-1.0491462,2.889547,-1.8831807,2.5905576,-1.4987059,2.896248,0.18550274,0.9463454,86.1028,38.895203,24.593416,17.514185,15.079999,11.495847,11.695056,7.5648117,9.452725,6.7699537,7.85645,7.1666284,8.691228,5.377153,5.9957414,7.353169,5.1609273,6.3683,5.242715,5.8519163,4.2181015,4.718612,5.5346036,5.445679,4.6044745,5.0575285,4.4111657,5.125843,4.494156,4.155032,4.2140393,4.222391,4.3871574,4.4690166,3.964414,3.8658636,4.3880854,3.51688,3.9645233,3.943511,rodent,491729__juanlasso__pataleo-rata-inflada_aug_slow.wav
-456.552,-117.80097,-30.636375,-11.237295,-24.387001,6.933232,-21.084219,5.0613256,14.547564,-23.821638,14.453517,3.6730094,-11.468751,9.105699,0.87509775,-5.6288395,4.531625,-11.131441,11.544735,-2.1294284,-17.145645,7.3537617,1.0943369,3.843731,-5.215536,6.2799788,-0.89559484,4.665085,-0.20803103,2.1018617,-3.7184935,6.67591,-0.13370639,1.5513304,-1.0173687,1.2711636,-0.551693,1.8762938,0.122652695,3.6871693,113.30554,65.34955,19.890743,19.518034,11.334731,16.879951,11.338413,13.587508,8.406532,17.83588,11.618586,9.749748,13.86151,5.612448,6.8221645,9.908118,12.2219715,12.843906,12.930909,10.673145,16.443813,8.338201,7.524499,6.196964,7.608871,9.339038,9.922686,5.497296,6.967548,7.5052247,8.597465,9.637735,5.1102223,5.4578605,4.4344707,4.9158406,4.268302,5.6104035,6.417568,4.9398623,rodent,536753__egomassive__rat.wav
-466.68927,-133.42982,-26.763174,-8.102099,-23.02526,9.332353,-21.749453,4.733731,18.156816,-25.1513,15.712472,5.5741553,-11.438876,11.212093,2.4987175,-7.183008,6.2627926,-10.8376,13.454387,-0.36632842,-17.166662,9.27267,3.5338032,5.2615685,-6.684899,9.752687,-0.75398004,5.898412,1.2305871,3.2221265,-2.9926322,6.804717,1.2246647,1.4963131,-0.39556062,1.537909,0.9447609,2.821146,0.08781688,5.4762154,99.651726,56.612125,17.49725,19.046158,10.441836,14.016012,9.836563,11.258949,6.930131,14.735741,9.8751545,9.642957,12.863552,6.5944743,7.1093163,9.334354,8.987683,10.037342,10.622736,8.363444,13.988982,6.578482,6.5517654,5.868526,6.8642573,8.275522,9.927644,5.824157,6.726391,7.088991,6.3982677,9.010335,3.8055255,5.426713,4.5333676,4.5314174,3.2759533,4.4158173,7.0441227,5.4713182,rodent,536753__egomassive__rat_aug_fast.wav
-278.17477,-42.729668,7.4258976,7.648362,-8.470912,12.022254,-9.343705,1.7616414,10.704768,-15.329514,7.3701043,0.65846944,-8.026567,4.763151,-1.4159287,-2.031029,3.9049473,-6.715062,6.7412887,0.53680366,-6.6568356,3.6037595,-0.9428396,2.214869,-3.5475314,4.085057,-1.6746225,0.39838955,-1.0674794,1.1122503,-1.3746597,1.7395788,-0.16583489,-0.15444763,-1.534669,1.0055012,1.0350348,0.257344,-1.798165,0.052313183,37.53309,34.279003,6.837739,8.127685,9.102683,11.32714,9.355867,6.4310465,8.733186,11.217243,8.230524,9.2659445,9.125543,5.261903,5.368337,6.2375817,6.462184,7.7859488,8.487791,8.030603,9.83301,8.316965,3.832033,3.6729553,5.7555223,6.3743176,6.0926604,4.274516,5.271852,6.799456,5.8699164,4.5009127,4.2164764,4.2775955,2.7721126,3.2008712,3.6013467,3.18388,5.2027836,4.143059,rodent,536753__egomassive__rat_aug_noise.wav
-474.13245,-103.21384,-59.09947,15.875923,-51.09102,28.01574,-35.554707,5.825588,4.648412,5.7919292,-27.412735,36.474445,-26.467361,13.049737,-5.6089683,10.136642,-13.268745,13.181379,-26.312868,28.888588,-10.054169,-5.0385656,-10.959032,5.7248926,1.6735848,-2.4523556,2.6811848,-0.4470724,2.5324705,-0.6366747,7.7146826,-5.0474467,2.75742,-1.9315349,6.4748216,-2.341936,6.719654,-5.064608,6.5705996,-8.339515,102.334435,51.851715,16.047865,26.290653,10.471665,18.990206,15.58805,9.695711,10.463008,7.5080037,18.539066,11.969605,12.628814,8.068183,8.9961405,7.0990415,11.214961,11.243496,14.883979,12.689289,9.053065,10.840664,8.710258,8.42744,4.6928186,6.5751524,10.518472,6.1776915,6.0912905,8.023765,7.1260037,7.8360004,4.8522573,5.718781,5.0194407,6.507219,3.6864152,5.722241,5.2951913,5.0212812,rodent,536753__egomassive__rat_aug_pitchdown.wav
-493.2869,-132.37895,-22.928339,-8.900159,-19.739216,10.630078,-24.2508,24.722752,-6.392641,-9.509549,21.06315,-11.256345,-1.7309229,12.031173,-12.835629,6.109987,-7.154639,5.0142827,1.1789243,-16.84305,15.921937,5.9090967,-1.4352227,-0.70273036,5.583579,0.88721186,1.3255347,3.4697552,-0.9292428,5.277704,3.097401,0.057928167,-0.49277785,5.099839,-0.18485151,4.4728255,-1.3505968,3.827983,-1.9148113,5.654734,100.45839,58.628677,21.648462,15.733866,7.1658425,16.66257,12.59044,11.56474,11.123579,13.91515,10.09749,9.580246,9.8976755,9.7493925,8.160697,7.788858,6.789854,10.055998,10.033367,14.089475,10.60828,8.547315,8.125199,7.029815,8.293102,9.929615,7.609814,4.8929114,6.7436194,7.770335,6.8832784,8.535809,6.0339355,4.970925,5.4471936,3.9743528,2.6765945,4.630939,4.7414207,6.1986403,rodent,536753__egomassive__rat_aug_pitchup.wav
-475.7169,-132.8538,-28.388565,-9.664022,-24.68433,8.021128,-21.823994,5.0336337,16.364038,-26.941683,14.69341,4.5464954,-13.784104,8.967679,1.428685,-5.8235254,5.704503,-12.250226,12.673641,-2.2047603,-18.801071,6.718175,1.0142161,2.6581893,-7.1746974,7.091903,-1.6752275,4.7762055,-0.14159839,2.5121202,-3.7916198,7.0215907,0.48458079,1.3047911,-0.94248366,0.99514943,-0.7392387,1.4758856,-0.8550513,2.7889724,101.510216,59.748997,19.58134,19.414654,9.796068,15.888871,9.6130905,13.288174,6.9012733,15.26146,10.056218,12.07164,11.990428,5.792537,7.13605,9.064616,9.530629,12.392893,11.517063,9.911773,15.54768,6.958804,6.7968373,5.905589,7.4012966,9.118744,10.311843,6.578021,6.2654877,6.48753,8.627989,8.830006,4.887802,6.0133047,4.471959,5.167831,2.9980128,5.743487,6.7377405,5.136623,rodent,536753__egomassive__rat_aug_slow.wav
-702.94653,22.895508,8.313011,4.710609,0.7017712,18.785448,-0.3609008,8.889824,0.5837364,10.423468,-2.042334,7.711541,2.7361438,5.461193,2.5228703,1.5486779,3.4055865,1.3163042,-0.24408832,0.99598074,0.9730474,2.133326,0.68838376,1.8080472,0.44518,1.2738332,-0.062300216,1.021411,-0.44036096,1.0358255,-0.020194849,0.5143102,-0.92067915,0.3432679,-0.1975522,0.8104562,-0.17457978,0.73536074,-0.61095494,0.48310494,177.59767,34.812027,17.544905,17.048397,16.291018,28.29191,10.400402,17.913977,14.794317,19.150574,13.039666,15.343346,10.78028,10.441508,9.383982,7.412946,6.979496,6.753212,7.3017664,8.314626,10.015772,7.765028,6.216608,4.5938973,3.9340084,4.456711,4.713958,4.150427,4.3939705,5.7089553,6.2882957,4.771438,4.21362,2.7448504,2.8409429,2.779542,3.1607113,4.025602,4.749198,4.1881166,rodent,557703__adamamazing__mice-sqeak.wav
-730.1705,21.42484,7.1144676,2.7212093,-0.40765065,22.255518,-0.62876487,9.2487545,0.07675292,11.330077,-2.6748981,8.481721,3.2800376,5.9329057,2.335614,0.9597018,3.4804747,1.5781058,-0.5172267,0.6388395,0.3819419,2.4057982,0.94184995,1.9599715,0.470338,0.99856335,-0.13324599,1.1733806,-0.40472096,0.88484335,-0.0863197,0.833029,-0.9045813,0.120121986,0.12522815,0.9308608,-0.14849883,0.73500186,-0.7714609,0.47725794,187.17152,31.200594,15.544711,16.317947,16.331491,31.688728,10.033634,18.078465,15.71119,19.825258,13.301744,15.290335,11.209102,10.536067,9.189495,8.713317,7.357391,7.2254524,8.264933,8.348369,10.597692,7.607654,6.7303357,4.66398,4.2149544,4.2927833,4.8052397,4.5243397,4.2201476,5.383249,5.7785897,4.371868,3.6873233,2.7330797,3.5309746,3.127104,3.4170277,3.8577378,4.40101,3.760691,rodent,557703__adamamazing__mice-sqeak_aug_fast.wav
-308.53665,0.65922046,2.6124187,1.1357763,3.1376867,5.699883,2.801182,3.7158604,2.0222797,3.2308953,1.5484414,3.1596673,2.884787,2.2787645,2.04469,1.1178379,2.2860942,1.1659694,0.885149,0.8738584,1.3433458,1.4411882,1.3331411,1.014727,0.5939612,0.55072486,0.6765171,0.75191206,0.60638887,0.26148444,0.11216178,0.28862363,0.20768487,-0.10672755,0.14212497,0.4852639,0.29148942,-0.20002773,-0.3120577,-0.17226551,17.063143,9.238992,6.3604183,6.7270317,7.2716565,10.512067,6.368237,7.321369,6.8382797,7.25701,6.030337,7.543954,6.5277386,5.6702194,5.6648955,5.4141755,5.5600204,4.547523,4.889631,4.5809183,5.8105664,4.8305244,4.500079,4.322371,3.7455986,3.5700848,3.5984623,3.812504,3.6453443,3.9781678,3.958853,3.428698,3.2290852,3.0182562,3.1714408,2.913999,3.0482068,3.224626,3.37643,3.2065873,rodent,557703__adamamazing__mice-sqeak_aug_noise.wav
-727.23724,26.508924,2.1588557,9.454605,-10.427993,24.62085,-1.0372328,11.43565,-2.3785143,11.242111,0.28688166,3.1808279,4.764483,3.6623628,5.4552894,2.004903,1.21808,4.2189302,1.2853129,1.5633785,-0.17905715,0.44746262,0.7466603,0.9358207,1.7287359,1.2474725,1.4430676,0.16616306,1.316585,-0.160781,0.8467718,-0.10418543,1.3791704,0.09079822,0.78592074,-0.63461256,0.4396553,-0.6425307,0.80854684,0.0028087485,177.36894,36.301807,13.764578,17.337255,25.09763,35.18228,9.837402,17.300411,18.261837,19.947506,12.809924,13.143566,11.583917,9.933182,9.790653,6.9843135,7.498761,8.378816,8.70105,8.758045,9.630189,7.5424666,6.738361,4.2050796,4.654137,4.2883573,4.837722,3.83831,4.4510846,5.317336,6.4651513,5.3174686,3.844693,2.579784,3.8789167,2.9742944,3.4252903,3.487783,4.5039196,3.951648,rodent,557703__adamamazing__mice-sqeak_aug_pitchdown.wav
-726.44,19.222313,9.993309,-0.020358644,9.120731,17.60878,0.12041152,7.4380555,3.3427706,7.936572,-0.49047774,10.899656,0.48620015,6.4891524,-1.6482908,5.1437097,0.20498952,0.9440618,0.48489875,2.5976624,1.0508982,1.8844222,-0.10165542,1.3103495,-0.25183228,1.235221,-0.07807718,0.642899,-0.44710618,0.24756649,-1.066983,0.7917787,0.12741522,1.0510452,-0.8591695,0.42114994,-0.66904914,0.5419519,-0.30314264,0.36578506,184.08705,30.663534,18.560125,18.740437,17.266619,25.202866,10.8719425,17.980894,14.992391,18.704325,11.522189,18.378405,8.489549,11.695893,7.0634995,9.514201,8.0799,6.555197,6.775238,12.344081,8.308139,8.711949,5.196472,4.8095803,4.0754533,5.3820605,4.2831864,4.630002,5.024399,4.9253526,5.826879,4.9630923,4.0555563,3.133693,3.4537954,3.2269297,3.5739193,4.554135,4.2423015,4.19787,rodent,557703__adamamazing__mice-sqeak_aug_pitchup.wav
